"province_code","province_name_eng","district_sub_code","district_or_subdivision_name_eng","provincial_capital","ps_planned","ps_reporting","ps_audited","missing_bvv_ps_reporting","missing_bvv_new_votes","ps_reporting_zero_votes","ps_reporting_excess_turnout","ps_added_votes_in_audit","known_bvv_votes_under_audit","known_net_change_from_audit","total_vr","total_preliminary_votes","turnout","candidate_1","candidate_2","candidate_3","candidate_5","candidate_6","candidate_7","candidate_8","candidate_9","candidate_10","candidate_11","candidate_12","candidate_15","candidate_16","candidate_17"
"26","ZABUL","2609","NAWBAHAR","NO",3,3,2,0,0,0,0,0,121,-6,681,125,0.183553597650514,0,0,0,0,0,0,104,19,0,2,0,0,0,0
"26","ZABUL","2610","SHUMULZAY","NO",17,13,13,1,0,5,0,2,1265,-421,5091,892,0.175211156943626,4,1,2,0,0,3,867,11,0,4,0,0,0,0
"27","KANDAHAR","2701-01","KANDAHAR NAHIA 01","YES",147,147,27,2,101,0,0,6,1129,-51,55401,5805,0.104781502138951,74,149,13,3,5,73,3974,1138,22,319,7,6,12,10
"27","KANDAHAR","2701-02","KANDAHAR NAHIA 02","YES",131,131,12,1,31,2,0,3,450,22,50008,4843,0.0968445048792193,26,78,7,6,2,9,4153,211,2,315,7,8,8,11
"27","KANDAHAR","2701-03","KANDAHAR NAHIA 03","YES",23,23,3,0,0,0,0,1,228,-15,8760,950,0.108447488584475,3,8,9,1,2,2,847,26,3,48,0,1,0,0
"27","KANDAHAR","2701-04","KANDAHAR NAHIA 04","YES",129,123,45,16,261,12,0,3,1001,-153,48799,3078,0.0630750630135863,16,31,9,0,5,10,2583,222,1,190,5,1,4,1
"27","KANDAHAR","2701-05","KANDAHAR NAHIA 05","YES",18,18,3,1,7,1,0,0,28,-1,6713,578,0.0861015939222404,3,6,1,0,1,1,463,61,7,29,1,0,1,4
"27","KANDAHAR","2701-06","KANDAHAR NAHIA 06","YES",22,22,0,0,0,0,0,0,0,0,8221,885,0.107651137331225,6,17,3,1,4,4,695,43,3,102,1,0,1,5
"27","KANDAHAR","2701-07","KANDAHAR NAHIA 07","YES",37,37,6,4,134,0,0,1,113,4,13805,1705,0.123505976095618,21,50,13,1,5,8,1053,427,8,109,1,4,2,3
"27","KANDAHAR","2701-08","KANDAHAR NAHIA 08","YES",35,35,2,0,0,1,0,0,73,-35,12984,1217,0.0937307455329636,7,15,4,3,3,2,944,85,4,146,1,0,0,3
"27","KANDAHAR","2701-09","KANDAHAR NAHIA 09","YES",76,76,12,6,142,2,0,2,143,-9,29486,2075,0.0703723801125958,13,25,6,1,2,5,1609,278,8,115,0,3,3,7
"27","KANDAHAR","2701-10","KANDAHAR NAHIA 10","YES",124,124,17,1,25,2,0,2,707,-41,47315,4439,0.093818028109479,21,35,16,5,8,9,3901,179,6,242,2,7,0,8
"27","KANDAHAR","2701-13","KANDAHAR NAHIA 13","YES",16,16,3,1,21,0,0,2,22,25,5755,468,0.0813205907906169,4,7,2,1,1,3,340,29,1,76,1,0,0,3
"27","KANDAHAR","2702","ARGHANDAB","NO",83,74,75,30,4131,1,0,10,3435,315,25316,8064,0.318533733607205,40,32,18,4,8,25,7488,127,5,291,2,6,11,7
"27","KANDAHAR","2703","DAMAN","NO",68,56,31,13,33,0,0,4,1045,130,20452,2045,0.0999902210052807,31,28,21,7,10,12,1542,185,8,169,11,5,6,10
"27","KANDAHAR","2704","PANJWAYE","NO",85,77,49,21,436,6,1,3,406,-57,26385,2081,0.0788705703998484,15,19,11,4,10,3,1681,55,10,257,6,4,3,3
"27","KANDAHAR","2705","ZHERAY","NO",98,90,45,20,266,10,1,5,444,33,31217,1718,0.055034116026524,15,25,12,7,6,7,1273,133,5,218,8,3,1,5
"27","KANDAHAR","2706","SHAHWALEKOT","NO",16,14,3,2,0,0,0,0,66,-4,4919,684,0.139052652978248,11,7,5,4,2,3,536,31,3,68,6,2,1,5
"27","KANDAHAR","2707","KHAKREZ","NO",5,3,4,2,0,0,1,2,5,32,482,53,0.109958506224066,0,0,0,0,0,0,41,12,0,0,0,0,0,0
"27","KANDAHAR","2708","ARGHESTAN","NO",34,15,9,2,0,0,0,2,500,-7,9679,776,0.0801735716499638,8,9,5,5,4,1,646,13,0,78,1,4,0,2
"27","KANDAHAR","2709","GHORAK","NO",2,2,0,0,0,0,0,0,0,0,585,56,0.0957264957264957,0,0,0,0,0,0,39,15,0,2,0,0,0,0
"27","KANDAHAR","2710","MAYWAND","NO",25,25,23,0,0,0,0,2,2512,-112,8675,2574,0.29671469740634,6,7,7,4,1,112,2367,22,1,43,0,1,2,1
"27","KANDAHAR","2711","SPENBOLDAK","NO",288,233,283,86,11291,88,6,17,11140,-883,103299,21585,0.208956524264514,38,24,21,7,9,26,20840,241,13,337,2,6,4,17
"27","KANDAHAR","2712","NESH","NO",3,0,3,3,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","KANDAHAR","2713","MIYANSHIN","NO",4,4,4,2,85,2,1,0,53,-53,1003,85,0.0847457627118644,0,2,0,0,0,0,54,25,0,0,0,4,0,0
"27","KANDAHAR","2714","SHORABAK","NO",2,1,1,1,0,0,0,0,0,0,348,20,0.0574712643678161,0,0,0,0,0,0,18,0,0,2,0,0,0,0
"27","KANDAHAR","2716","REG","NO",1,1,0,0,0,0,0,0,0,0,319,24,0.0752351097178683,0,1,0,0,0,0,23,0,0,0,0,0,0,0
"27","KANDAHAR","2717","DAND","NO",76,64,66,16,52,13,0,2,796,-22,25908,1060,0.0409140033966342,5,6,3,0,0,1,928,85,0,26,2,0,2,2
"27","KANDAHAR","2718","TAKHTAPUL","NO",36,35,24,3,114,1,0,1,1247,-43,12222,1505,0.123138602520046,10,5,1,1,0,4,1429,24,1,25,1,0,2,2
"28","JAWZJAN","2801","SHEBERGHAN","YES",191,191,9,0,0,0,0,0,1541,-30,64129,29520,0.460322163139921,200,224,87,41,21,59,6193,22156,194,217,38,29,26,35
"28","JAWZJAN","2802","KHWAJA DOKOH","NO",36,36,0,0,0,0,0,0,0,0,12812,5244,0.409303777708398,20,25,7,10,3,13,754,4337,28,15,5,14,0,13
"28","JAWZJAN","2803","KHANEQA","NO",8,8,0,0,0,0,0,0,0,0,2678,510,0.190440627333831,1,1,3,1,0,1,195,297,1,4,2,1,1,2
"28","JAWZJAN","2804","MENGAJEK","NO",5,2,1,1,0,0,0,0,0,0,821,11,0.0133982947624848,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"28","JAWZJAN","2805","QOSHTEPA","NO",10,10,1,0,0,0,0,0,82,-2,2622,519,0.197940503432494,1,6,1,0,0,2,23,469,9,4,1,2,1,0
"28","JAWZJAN","2806","KHAMYAB","NO",4,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","JAWZJAN","2807","AQCHA","NO",38,38,0,0,0,0,0,0,0,0,12085,1114,0.0921803889118742,2,2,4,0,1,0,132,960,4,8,1,0,0,0
"28","JAWZJAN","2808","FAYZABAD","NO",17,10,1,1,0,0,0,0,0,0,5001,765,0.152969406118776,1,2,0,1,0,0,7,750,3,0,1,0,0,0
"28","JAWZJAN","2809","MARDYAN","NO",2,1,1,1,0,0,0,0,0,0,111,27,0.243243243243243,0,0,0,0,0,0,1,26,0,0,0,0,0,0
"28","JAWZJAN","2810","QARQEEN","NO",8,0,0,0,0,0,0,0,0,0,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","JAWZJAN","2811","DARZAB","NO",3,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","FARYAB","2901","MAYMANA","YES",148,148,14,1,134,0,0,0,1370,-48,48898,13560,0.277311955499202,135,106,73,13,5,7,1762,11223,69,120,28,11,3,5
"29","FARYAB","2902","PASHTONKOT","NO",60,42,4,1,0,4,0,0,63,-3,20772,1863,0.0896880415944541,7,13,9,0,0,1,104,1707,8,10,2,2,0,0
"29","FARYAB","2903","KHWAJA SABZPOSH","NO",7,1,1,1,0,0,0,0,0,0,2009,9,0.00447984071677451,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"29","FARYAB","2904","ALMAR","NO",32,0,0,0,0,0,0,0,0,0,10686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","FARYAB","2905","BELCHERAGH","NO",42,20,42,0,0,3,0,2,976,-22,14925,954,0.0639195979899497,14,5,0,1,0,2,668,257,0,6,1,0,0,0
"29","FARYAB","2906","SHIRINTAGAB","NO",12,3,5,2,0,1,0,0,20,0,3701,20,0.00540394487976223,0,0,0,0,0,0,1,19,0,0,0,0,0,0
"29","FARYAB","2907","QAYSAR","NO",119,32,119,9,42,14,0,0,721,-50,41543,713,0.0171629396047469,12,0,3,0,0,0,41,653,2,2,0,0,0,0
"29","FARYAB","2908","GURZIWAN","NO",44,34,44,4,858,2,0,10,2752,154,16392,3764,0.22962420693021,2,16,8,21,11,3,1915,1725,16,30,17,0,0,0
"29","FARYAB","2909","DAWLATABAD","NO",17,0,0,0,0,0,0,0,0,0,5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","FARYAB","2910","KOHESTAN","NO",4,4,4,0,0,0,0,0,481,-9,1185,472,0.39831223628692,3,1,3,21,0,0,278,161,2,2,0,1,0,0
"29","FARYAB","2911","QARAMQUL","NO",27,0,0,0,0,0,0,0,0,0,7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","FARYAB","2912","QURGHAN","NO",38,0,0,0,0,0,0,0,0,0,11571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","FARYAB","2913","ANDKHOY","NO",72,56,0,0,0,0,0,0,0,0,25449,3450,0.135565248143346,5,18,3,0,2,1,318,3084,9,4,4,2,0,0
"29","FARYAB","2914","KHAN CHAR BAGH","NO",33,33,1,0,0,0,0,0,89,0,10287,1791,0.174103237095363,3,12,0,1,0,3,120,1638,10,1,0,2,0,1
"30","HELMAND","3001","LASHKARGAH","YES",450,449,210,9,1180,20,0,75,7940,1940,168193,20468,0.121693530646341,151,178,46,11,25,20,17340,2022,60,548,13,6,32,16
"30","HELMAND","3002","NADALI","NO",114,111,73,6,380,8,0,9,3709,-285,41532,5406,0.130164692285467,10,20,6,2,5,6,4790,171,12,375,3,2,2,2
"30","HELMAND","3003","NAWAE BARAKZAYE","NO",116,98,116,22,169,28,3,4,1996,-248,38036,1917,0.0503996214112946,16,7,0,1,1,2,1793,30,1,61,1,2,1,1
"30","HELMAND","3004","NAHR SARAJ","NO",133,132,131,8,592,7,1,16,2760,-82,49674,3302,0.0664734066111044,6,40,12,4,3,2,2855,284,17,73,0,3,1,2
"30","HELMAND","3005","WASHIR","NO",13,12,13,3,91,3,1,1,145,-15,4069,221,0.0543130990415335,0,2,1,0,0,0,182,24,0,12,0,0,0,0
"30","HELMAND","3006","GARMSER","NO",30,27,30,4,19,0,1,3,1490,-56,9301,1453,0.156219761315988,1,5,0,0,2,6,1376,21,2,31,3,1,3,2
"30","HELMAND","3008","SANGEEN","NO",5,5,5,0,0,0,0,0,415,-62,1675,353,0.210746268656716,6,3,3,0,1,2,224,98,0,5,9,0,0,2
"30","HELMAND","3010","KAJAKI","NO",3,3,0,0,0,0,0,0,0,0,641,235,0.366614664586583,2,3,1,0,2,0,170,48,2,6,0,0,1,0
"30","HELMAND","3014","MARJA","NO",27,27,7,1,200,2,0,0,236,-8,10146,922,0.0908732505420855,0,7,0,3,1,1,868,15,3,20,2,1,1,0
"30","HELMAND","3015","NAWAMISH","NO",46,46,5,3,195,0,0,0,206,-55,8899,3860,0.433756601865378,87,37,15,3,6,16,1474,2165,15,8,4,5,16,9
"31","BADGHIS","3101","QALAE NAW","YES",101,96,2,0,0,1,1,0,80,-3,32256,7367,0.228391617063492,62,99,104,132,6,22,1741,4879,44,226,16,10,7,19
"31","BADGHIS","3102","ABKAMARI","NO",53,41,2,1,0,0,0,1,162,3,13697,1460,0.106592684529459,15,28,20,38,6,8,361,924,10,25,1,14,2,8
"31","BADGHIS","3103","MUQUR","NO",19,10,0,0,0,0,0,0,0,0,4359,121,0.027758660243175,0,5,0,0,1,0,44,65,0,5,1,0,0,0
"31","BADGHIS","3104","QADEES","NO",19,13,1,0,0,0,0,0,59,-1,5227,605,0.115745169313182,3,15,15,3,1,1,220,264,19,56,3,1,2,2
"31","BADGHIS","3105","MURGHAB","NO",53,0,0,0,0,0,0,0,0,0,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","BADGHIS","3106","JAWAND","NO",57,4,0,0,0,0,0,0,0,0,16975,111,0.00653902798232695,0,0,1,0,0,0,8,77,1,24,0,0,0,0
"31","BADGHIS","3107","GHORMACH","NO",33,0,0,0,0,0,0,0,0,0,12407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","HERAT","3201-01","HERAT NAHIA 01","YES",39,39,1,0,0,0,0,0,65,-5,14003,3932,0.280796972077412,35,28,570,11,1,1,1668,1398,26,175,13,0,3,3
"32","HERAT","3201-02","HERAT NAHIA 02","YES",14,14,0,0,0,0,0,0,0,0,4957,1395,0.281420213839016,9,13,259,2,0,1,419,532,8,146,3,0,1,2
"32","HERAT","3201-03","HERAT NAHIA 03","YES",39,39,0,0,0,0,0,0,0,0,14106,3486,0.247128881327095,20,19,614,6,0,1,965,1635,18,199,2,1,0,6
"32","HERAT","3201-04","HERAT NAHIA 04","YES",23,23,1,0,0,0,0,0,18,-2,8397,1972,0.234845778254138,16,22,316,10,0,2,507,995,16,79,6,0,0,3
"32","HERAT","3201-05","HERAT NAHIA 05","YES",85,85,2,0,0,0,0,0,192,-4,30963,7807,0.252139650550657,136,43,1473,19,1,8,2387,3322,42,346,11,2,11,6
"32","HERAT","3201-06","HERAT NAHIA 06","YES",51,51,3,0,0,1,0,0,292,-3,18702,4489,0.240027804512886,19,29,784,13,0,5,1359,1893,22,351,2,2,5,5
"32","HERAT","3201-07","HERAT NAHIA 07","YES",52,52,6,0,0,1,0,1,264,-10,19360,4680,0.241735537190083,27,46,961,21,1,3,1198,2058,29,321,5,3,3,4
"32","HERAT","3201-08","HERAT NAHIA 08","YES",44,44,0,0,0,0,0,0,0,0,16029,4846,0.30232703225404,30,37,556,14,0,3,1900,2006,19,254,19,2,2,4
"32","HERAT","3201-09","HERAT NAHIA 09","YES",35,35,3,0,0,3,0,0,0,0,12936,2828,0.218614718614719,19,17,544,10,1,3,662,1313,6,249,3,0,0,1
"32","HERAT","3201-10","HERAT NAHIA 10","YES",34,34,0,0,0,0,0,0,0,0,12472,2722,0.218248877485568,7,22,353,5,0,7,928,1098,13,283,4,0,2,0
"32","HERAT","3201-11","HERAT NAHIA 11","YES",40,40,1,0,0,1,0,0,0,0,13975,2929,0.2095885509839,13,25,289,9,0,4,1198,1087,8,284,2,3,2,5
"32","HERAT","3201-12","HERAT NAHIA 12","YES",62,61,2,1,0,0,0,0,97,-5,22294,7337,0.329102000538261,482,63,509,12,0,6,1423,4483,29,222,16,6,80,6
"32","HERAT","3201-13","HERAT NAHIA 13","YES",62,62,1,0,0,0,0,0,238,-8,23075,10744,0.465612134344529,1229,123,236,7,3,12,719,8080,53,43,16,13,194,16
"32","HERAT","3201-14","HERAT NAHIA 14","YES",13,13,1,0,0,1,0,0,0,0,4708,968,0.205607476635514,7,10,74,3,0,4,383,382,2,96,2,1,2,2
"32","HERAT","3201-15","HERAT NAHIA 15","YES",13,13,0,0,0,0,0,0,0,0,4749,713,0.150136870920194,6,7,74,2,0,0,308,244,3,64,0,4,1,0
"32","HERAT","3202","ENJEEL","NO",219,218,5,1,0,2,0,0,134,-1,72254,16681,0.230866111218756,323,119,2633,41,2,19,3055,8578,83,1735,21,17,35,20
"32","HERAT","3203","GUZARA","NO",170,160,11,3,0,1,0,2,522,-2,57009,11199,0.196442666947324,392,91,804,20,3,22,4062,5017,44,697,12,11,11,13
"32","HERAT","3204","KARUKH","NO",92,92,5,0,0,1,0,0,93,-10,29832,4532,0.151917404129794,142,39,297,12,2,8,1095,2234,16,652,7,14,8,6
"32","HERAT","3205","ZENDAJAN","NO",52,52,1,0,0,0,0,0,162,-8,15899,4584,0.288320020127052,6,40,535,4,3,10,1530,2170,20,247,3,4,4,8
"32","HERAT","3206","PASHTON ZARGHON","NO",69,47,1,1,0,0,0,0,0,0,19811,2242,0.113169451314926,3,6,190,2,0,20,803,866,3,342,2,2,1,2
"32","HERAT","3207","KUSHK","NO",115,69,11,3,0,4,0,1,407,-33,34992,4147,0.118512802926383,12,25,197,10,0,6,1563,2129,27,155,7,6,2,8
"32","HERAT","3208","GULRAN","NO",21,8,1,0,0,1,0,0,0,0,5635,106,0.0188110026619343,1,0,3,0,0,0,8,92,1,1,0,0,0,0
"32","HERAT","3209","ADRASKAN","NO",25,23,12,2,0,0,0,0,430,-10,7557,827,0.109434960963345,0,0,9,0,1,0,732,36,2,47,0,0,0,0
"32","HERAT","3210","KUSHK KUHNA","NO",52,38,22,3,0,1,0,2,643,450,15739,1643,0.104390367875977,2,62,23,7,2,3,895,564,2,66,9,2,0,6
"32","HERAT","3211","GHORYAN","NO",107,107,10,0,0,2,0,1,390,-39,35287,5252,0.148836682064216,13,35,305,14,3,6,1760,2749,14,329,5,7,2,10
"32","HERAT","3212","OBI","NO",43,7,0,0,0,0,0,0,0,0,11642,60,0.0051537536505755,0,5,3,0,0,0,28,22,1,0,0,0,0,1
"32","HERAT","3213","KOHSAN","NO",81,53,28,14,0,11,0,0,54,-29,27209,1248,0.0458671763019589,4,11,56,2,0,1,383,701,7,79,3,0,0,1
"32","HERAT","3214","SHEENDND","NO",39,32,33,7,0,6,0,3,868,211,9681,1204,0.124367317425886,2,6,18,0,0,1,1105,50,8,13,0,0,1,0
"32","HERAT","3215","FARSI","NO",15,2,0,0,0,0,0,0,0,0,3519,7,0.00198920147769253,0,0,0,0,0,0,4,3,0,0,0,0,0,0
"32","HERAT","3216","CHISHT SHAREF","NO",18,14,6,4,0,1,0,0,15,-1,2848,207,0.0726825842696629,1,1,17,0,0,0,31,153,1,3,0,0,0,0
"32","HERAT","3219","KOHE ZOR","NO",4,4,0,0,0,0,0,0,0,0,1098,10,0.00910746812386157,0,0,0,0,0,0,5,5,0,0,0,0,0,0
"32","HERAT","3220","ZAWOL","NO",10,10,10,0,0,0,0,0,1457,-44,3317,1413,0.425987337955984,12,10,16,0,0,2,1116,222,5,26,2,0,2,0
"33","FARAH","3301","FARAH","YES",159,133,28,4,0,1,0,0,748,-4,52108,3426,0.0657480617179704,21,68,54,1,1,5,2550,485,19,212,5,2,1,2
"33","FARAH","3302","PUSHTROD","NO",1,0,1,1,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","FARAH","3303","KHAK SAFID","NO",6,0,6,0,0,0,0,0,291,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","FARAH","3304","QALAYE KAH","NO",3,0,3,3,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","FARAH","3305","SHIBKOH","NO",2,0,2,0,0,0,0,0,85,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","FARAH","3306","BALABLOK","NO",13,0,13,3,0,0,0,0,282,0,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","FARAH","3307","ANARDARA","NO",6,3,4,3,0,1,0,0,0,0,1833,2,0.0010911074740862,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"33","FARAH","3308","BAKWA","NO",3,0,3,1,0,0,0,0,97,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","FARAH","3309","LASH JUWAYN","NO",16,15,16,1,0,3,0,6,559,-20,5153,539,0.104599262565496,0,2,7,0,10,6,504,3,0,7,0,0,0,0
"33","FARAH","3310","GULESTAN","NO",3,0,3,0,0,0,0,0,97,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","FARAH","3311","PURCHAMAN","NO",14,11,10,3,0,0,0,0,409,-56,2027,574,0.28317710902812,0,1,1,16,1,0,496,51,4,1,0,1,0,2
"34","NIMROZ","3401","ZARANJ","YES",137,137,4,0,0,0,0,0,107,-11,47760,6384,0.133668341708543,48,97,56,16,7,18,4442,1259,34,360,4,8,18,17
"34","NIMROZ","3402","KANG","NO",33,33,3,0,0,0,0,0,23,0,9946,1006,0.101146189422884,7,19,8,2,1,3,759,63,5,117,3,4,1,14
"34","NIMROZ","3403","CHAKHANSOR","NO",31,31,0,0,0,0,0,0,0,0,8495,761,0.0895821071218364,7,13,3,3,3,5,537,60,12,110,1,2,2,3
"34","NIMROZ","3404","CHAR BURJAK","NO",29,28,2,1,0,1,0,0,0,0,8198,1469,0.179190046352769,13,4,3,2,0,6,1321,91,2,19,4,0,0,4
"34","NIMROZ","3405","KHASHROD","NO",20,14,19,6,0,0,0,0,163,-11,7081,153,0.0216071176387516,2,1,1,0,0,0,105,7,3,32,1,1,0,0
"34","NIMROZ","3406","DELARAM","NO",34,26,25,8,0,12,0,0,14,-3,10460,28,0.00267686424474187,0,1,0,0,0,0,22,2,0,3,0,0,0,0
