"results_date","results_status","election_type","province_code","province_name_eng","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_gender","withdrawn","invalidated","past_winners","final_winner","votes"
2019-02-18,"FINAL","PRESIDENTIAL","26","ZABUL","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",5380
2019-02-18,"FINAL","PRESIDENTIAL","26","ZABUL","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",262
2019-02-18,"FINAL","PRESIDENTIAL","26","ZABUL","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",28
2019-02-18,"FINAL","PRESIDENTIAL","26","ZABUL","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",194
2019-02-18,"FINAL","PRESIDENTIAL","26","ZABUL","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",6
2019-02-18,"FINAL","PRESIDENTIAL","26","ZABUL","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",7
2019-02-18,"FINAL","PRESIDENTIAL","26","ZABUL","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",1
2019-02-18,"FINAL","PRESIDENTIAL","26","ZABUL","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",6
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",373
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",586
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",187
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",65
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",88
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",320
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",59467
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",3667
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",111
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",3207
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",65
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",65
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",63
2019-02-18,"FINAL","PRESIDENTIAL","27","KANDAHAR","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",109
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",225
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",260
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",102
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",53
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",25
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",75
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",7305
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",29006
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",239
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",248
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",48
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",46
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",28
2019-02-18,"FINAL","PRESIDENTIAL","28","JAWZJAN","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",50
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",181
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",171
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",99
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",57
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",18
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",17
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",5207
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",20476
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",116
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",175
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",52
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",18
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",3
2019-02-18,"FINAL","PRESIDENTIAL","29","FARYAB","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",6
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",279
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",302
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",84
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",24
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",46
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",55
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",31072
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",4878
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",112
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",1139
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",35
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",20
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",57
2019-02-18,"FINAL","PRESIDENTIAL","30","HELMAND","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",34
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",80
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",147
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",140
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",173
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",14
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",31
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",2374
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",6209
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",74
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",336
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",21
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",25
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",11
2019-02-18,"FINAL","PRESIDENTIAL","31","BADGHIS","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",29
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",2968
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",954
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",12718
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",256
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",23
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",158
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",34199
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",56117
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",528
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",7504
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",175
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",100
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",372
2019-02-18,"FINAL","PRESIDENTIAL","32","HERAT","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",138
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",21
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",71
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",62
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",17
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",12
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",11
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",3552
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",539
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",23
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",220
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",5
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",3
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",1
2019-02-18,"FINAL","PRESIDENTIAL","33","FARAH","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",4
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",77
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",135
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",71
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",23
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",11
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",32
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",7186
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",1482
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",56
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",641
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",13
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",15
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",21
2019-02-18,"FINAL","PRESIDENTIAL","34","NIMROZ","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",38
